site,plot,common.name,scientific.name,family,assessment.method,season,recapture,lifestyle,date
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2022,,arboreal,20/10/2022
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2022,y,arboreal,20/10/2022
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,20/10/2022
Undara,WetA,Litte Zebra Ctenotus,Ctenotus zebrilla,Scincidae,pitfall,spring.2022,,terrestrial,20/10/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2022,y,arboreal,20/10/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2022,y,arboreal,20/10/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2022,,arboreal,20/10/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2022,y,arboreal,20/10/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2022,,arboreal,20/10/2022
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2022,y,arboreal,20/10/2022
Undara,WetB,North-eastern Firetail Morethia,Morethia taeniopleura,Scincidae,pitfall,spring.2022,,terrestrial,20/10/2022
Undara,WetB,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,funnel,spring.2022,,terrestrial,20/10/2022
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,,arboreal,20/10/2022
Rinyirru,DryB,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,spotlighting,spring.2022,,arboreal,24/10/2022
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,24/10/2022
Rinyirru,DryA,Two-lined Dragon,Diporiphora bilineata,Agamidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,DryA,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,spotlighting,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,24/10/2022
Rinyirru,DryA,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,incidentals,spring.2022,,terrestrial,24/10/2022
Rinyirru,DryA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2022,,arboreal,24/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,24/10/2022
Rinyirru,DryB,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,spotlighting,spring.2022,,arboreal,25/10/2022
Rinyirru,DryB,Two-lined Dragon,Diporiphora bilineata,Agamidae,incidentals,spring.2022,,terrestrial,24/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,incidentals,spring.2022,,terrestrial,24/10/2022
Rinyirru,DryB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,24/10/2022
Rinyirru,DryB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,DryB,Spotted Tree Goanna,Varanus scalaris,Varanidae,funnel,spring.2022,,arboreal,24/10/2022
Rinyirru,DryB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2022,,terrestrial,24/10/2022
Rinyirru,DryB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,funnel,spring.2022,,arboreal,24/10/2022
Rinyirru,DryB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2022,,arboreal,24/10/2022
Rinyirru,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetA,North-eastern Firetail Morethia,Morethia taeniopleura,Scincidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2022,,arboreal,24/10/2022
Rinyirru,WetA,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,incidentals,spring.2022,,terrestrial,24/10/2022
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,25/10/2022
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,25/10/2022
Rinyirru,WetB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,incidentals,spring.2022,,arboreal,24/10/2022
Rinyirru,DryA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryA,Two-lined Dragon,Diporiphora bilineata,Agamidae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2022,,arboreal,25/10/2022
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryB,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryB,Two-lined Dragon,Diporiphora bilineata,Agamidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,26/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,26/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,26/10/2022
Rinyirru,DryB,Keelback,Tropidonophis mairii mairii,Colubridae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryB,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,,arboreal,25/10/2022
Rinyirru,WetA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2022,,arboreal,25/10/2022
Rinyirru,WetA,Two-lined Dragon,Diporiphora bilineata,Agamidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,WetA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,incidentals,spring.2022,,terrestrial,25/10/2022
Rinyirru,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,26/10/2022
Rinyirru,WetA,Two-lined Dragon,Diporiphora bilineata,Agamidae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,WetA,Two-lined Dragon,Diporiphora bilineata,Agamidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,WetA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2022,,arboreal,25/10/2022
Rinyirru,WetA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2022,,arboreal,25/10/2022
Rinyirru,WetA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2022,,arboreal,25/10/2022
Rinyirru,WetB,Black-headed Goanna,Varanus tristis,Varanidae,pitfall,spring.2022,,arboreal,25/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,25/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,25/10/2022
Rinyirru,DryA,Short-footed Ctenotus,Ctenotus brevipes,Scincidae,pitfall,spring.2022,,terrestrial,26/10/2022
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2022,,terrestrial,26/10/2022
Rinyirru,DryA,Spotted Tree Goanna,Varanus scalaris,Varanidae,spotlighting,spring.2022,,arboreal,27/10/2022
Rinyirru,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,27/10/2022
Rinyirru,DryA,Tommy Roundhead,Diporiphora australis,Agamidae,funnel,spring.2022,,terrestrial,26/10/2022
Rinyirru,DryA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,26/10/2022
Rinyirru,DryB,Two-lined Dragon,Diporiphora bilineata,Agamidae,pitfall,spring.2022,y,terrestrial,26/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,y,terrestrial,26/10/2022
Rinyirru,DryB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,incidentals,spring.2022,,terrestrial,26/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,27/10/2022
Rinyirru,DryB,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,spotlighting,spring.2022,,arboreal,27/10/2022
Rinyirru,DryB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetA,Two-lined Dragon,Diporiphora bilineata,Agamidae,funnel,spring.2022,y,terrestrial,26/10/2022
Rinyirru,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2022,y,terrestrial,26/10/2022
Rinyirru,WetA,Two-lined Dragon,Diporiphora bilineata,Agamidae,pitfall,spring.2022,y,terrestrial,26/10/2022
Rinyirru,WetA,Yellow-spotted Goanna,Varanus panoptes panoptes,Varanidae,incidentals,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetA,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,funnel,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,,arboreal,26/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetB,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,pitfall,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,27/10/2022
Rinyirru,WetB,Two-lined Dragon,Diporiphora bilineata,Agamidae,spotlighting,spring.2022,,terrestrial,27/10/2022
Rinyirru,WetB,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,funnel,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,26/10/2022
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,,arboreal,26/10/2022
Rinyirru,WetB,Yellow-spotted Goanna,Varanus panoptes panoptes,Varanidae,camera,spring.2022,,terrestrial,26/10/2022
Rinyirru,DryA,Short-footed Ctenotus,Ctenotus brevipes,Scincidae,funnel,spring.2022,,terrestrial,27/10/2022
Rinyirru,DryA,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,pitfall,spring.2022,,terrestrial,27/10/2022
Rinyirru,DryA,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,spotlighting,spring.2022,,arboreal,28/10/2022
Rinyirru,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,,arboreal,27/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,27/10/2022
Rinyirru,DryB,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,spotlighting,spring.2022,,arboreal,28/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,28/10/2022
Rinyirru,DryB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2022,y,terrestrial,27/10/2022
Rinyirru,WetA,Two-lined Dragon,Diporiphora bilineata,Agamidae,funnel,spring.2022,y,terrestrial,27/10/2022
Rinyirru,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,27/10/2022
Rinyirru,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,28/10/2022
Rinyirru,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,28/10/2022
Rinyirru,WetA,Northern Brown Snake,Pseudonaja nuchalis,Elapidae,incidentals,spring.2022,,terrestrial,27/10/2022
Rinyirru,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,y,arboreal,27/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,27/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,27/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,27/10/2022
Rinyirru,WetB,Black-headed Goanna,Varanus tristis,Varanidae,funnel,spring.2022,,arboreal,27/10/2022
Rinyirru,WetB,Black-headed Goanna,Varanus tristis,Varanidae,pitfall,spring.2022,y,arboreal,27/10/2022
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,,arboreal,27/10/2022
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,y,arboreal,27/10/2022
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,28/10/2022
Rinyirru,DryA,Cream-striped Snake-eye Skink,Cryptoblepharus virgatus,Scincidae,pitfall,spring.2022,,arboreal,28/10/2022
Rinyirru,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,y,arboreal,28/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2022,,terrestrial,28/10/2022
Rinyirru,DryB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,28/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,28/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,28/10/2022
Rinyirru,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,spotlighting,spring.2022,,arboreal,29/10/2022
Rinyirru,DryB,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,spotlighting,spring.2022,,arboreal,29/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,29/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,29/10/2022
Rinyirru,DryB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,28/10/2022
Rinyirru,DryB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2022,,arboreal,28/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,,arboreal,28/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,,arboreal,28/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,,arboreal,28/10/2022
Rinyirru,WetA,Two-lined Dragon,Diporiphora bilineata,Agamidae,funnel,spring.2022,,terrestrial,28/10/2022
Rinyirru,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,29/10/2022
Rinyirru,WetA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,28/10/2022
Rinyirru,WetA,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,pitfall,spring.2022,,terrestrial,28/10/2022
Rinyirru,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,,arboreal,28/10/2022
Rinyirru,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,,arboreal,28/10/2022
Rinyirru,WetB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2022,,terrestrial,28/10/2022
Rinyirru,WetB,Black-headed Goanna,Varanus tristis,Varanidae,pitfall,spring.2022,,arboreal,28/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,28/10/2022
Rinyirru,WetB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2022,,arboreal,28/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,28/10/2022
Rinyirru,WetB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2022,,terrestrial,28/10/2022
Rinyirru,WetB,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,funnel,spring.2022,y,terrestrial,28/10/2022
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,DryA,Two-lined Dragon,Diporiphora bilineata,Agamidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,DryA,Spotted Tree Goanna,Varanus scalaris,Varanidae,pitfall,spring.2022,,arboreal,29/10/2022
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,DryA,Two-lined Dragon,Diporiphora bilineata,Agamidae,pitfall,spring.2022,,terrestrial,29/10/2022
Rinyirru,DryA,Spotted Tree Goanna,Varanus scalaris,Varanidae,spotlighting,spring.2022,,arboreal,30/10/2022
Rinyirru,DryB,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,pitfall,spring.2022,,terrestrial,29/10/2022
Rinyirru,DryB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,29/10/2022
Rinyirru,DryB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,29/10/2022
Rinyirru,DryB,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,pitfall,spring.2022,,terrestrial,29/10/2022
Rinyirru,DryB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,pitfall,spring.2022,,arboreal,29/10/2022
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,y,arboreal,29/10/2022
Rinyirru,WetA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2022,,arboreal,29/10/2022
Rinyirru,WetB,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,pitfall,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,30/10/2022
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,30/10/2022
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2022,,arboreal,30/10/2022
Rinyirru,WetB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2022,,arboreal,29/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,WetB,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,funnel,spring.2022,,terrestrial,29/10/2022
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,y,terrestrial,30/10/2022
Rinyirru,DryA,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2022,,terrestrial,30/10/2022
Rinyirru,DryA,Two-lined Dragon,Diporiphora bilineata,Agamidae,funnel,spring.2022,,terrestrial,30/10/2022
Rinyirru,DryA,Two-lined Dragon,Diporiphora bilineata,Agamidae,funnel,spring.2022,,terrestrial,30/10/2022
Rinyirru,DryA,Spotted Tree Goanna,Varanus scalaris,Varanidae,pitfall,spring.2022,,arboreal,30/10/2022
Rinyirru,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2022,y,arboreal,30/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2022,,terrestrial,30/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2022,y,terrestrial,30/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2022,,terrestrial,30/10/2022
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2022,,terrestrial,30/10/2022
